antecedents,antecedent support,consequents,consequent support,support,confidence,lift,rule
Fresh meat | Fruit,0.06637732958897115,Bread & baked goods | Dairy/eggs | Vegetables & herbs,0.10020423793719684,0.02131733469491958,0.3211538461538462,3.2049926506614406,"Fresh meat, Fruit -> Bread & baked goods, Dairy/eggs, Vegetables & herbs"
Bread & baked goods | Dairy/eggs | Vegetables & herbs,0.10020423793719684,Fresh meat | Fruit,0.06637732958897115,0.02131733469491958,0.2127388535031847,3.20499265066144,"Bread & baked goods, Dairy/eggs, Vegetables & herbs -> Fresh meat, Fruit"
Bread & baked goods | Fruit | Vegetables & herbs,0.05693132499361756,Dairy/eggs | Fresh meat,0.1184580035741639,0.02131733469491958,0.3744394618834081,3.1609469228390292,"Bread & baked goods, Fruit, Vegetables & herbs -> Dairy/eggs, Fresh meat"
Dairy/eggs | Fresh meat,0.1184580035741639,Bread & baked goods | Fruit | Vegetables & herbs,0.05693132499361756,0.02131733469491958,0.17995689655172412,3.160946922839029,"Dairy/eggs, Fresh meat -> Bread & baked goods, Fruit, Vegetables & herbs"
Dairy/eggs | Fresh meat | Fruit,0.05144243043145264,Bread & baked goods | Vegetables & herbs,0.13186111820270616,0.02131733469491958,0.41439205955334985,3.1426402657705155,"Dairy/eggs, Fresh meat, Fruit -> Bread & baked goods, Vegetables & herbs"
Bread & baked goods | Vegetables & herbs,0.13186111820270616,Dairy/eggs | Fresh meat | Fruit,0.05144243043145264,0.02131733469491958,0.16166505324298158,3.1426402657705155,"Bread & baked goods, Vegetables & herbs -> Dairy/eggs, Fresh meat, Fruit"
Bread & baked goods | Fresh meat | Fruit,0.03765636967066632,Dairy/eggs | Vegetables & herbs,0.1909624712790401,0.02131733469491958,0.5661016949152543,2.9644656938276084,"Bread & baked goods, Fresh meat, Fruit -> Dairy/eggs, Vegetables & herbs"
Dairy/eggs | Vegetables & herbs,0.1909624712790401,Bread & baked goods | Fresh meat | Fruit,0.03765636967066632,0.02131733469491958,0.11163101604278074,2.964465693827608,"Dairy/eggs, Vegetables & herbs -> Bread & baked goods, Fresh meat, Fruit"
Fruit | Vegetables & herbs,0.10913964768955833,Bread & baked goods | Dairy/eggs | Fresh meat,0.06676027572121522,0.02131733469491958,0.1953216374269006,2.9257164581306676,"Fruit, Vegetables & herbs -> Bread & baked goods, Dairy/eggs, Fresh meat"
Bread & baked goods | Dairy/eggs | Fresh meat,0.06676027572121522,Fruit | Vegetables & herbs,0.10913964768955833,0.02131733469491958,0.31931166347992346,2.925716458130667,"Bread & baked goods, Dairy/eggs, Fresh meat -> Fruit, Vegetables & herbs"
Bread & baked goods | Vegetables & herbs,0.13186111820270616,Dairy/eggs | Fresh meat | Non-alcoholic,0.05488894562164922,0.020934388562675516,0.15876089060987414,2.8924019000878003,"Bread & baked goods, Vegetables & herbs -> Dairy/eggs, Fresh meat, Non-alcoholic"
Dairy/eggs | Fresh meat | Non-alcoholic,0.05488894562164922,Bread & baked goods | Vegetables & herbs,0.13186111820270616,0.020934388562675516,0.38139534883720927,2.8924019000878,"Dairy/eggs, Fresh meat, Non-alcoholic -> Bread & baked goods, Vegetables & herbs"
Dairy/eggs | Fresh meat,0.1184580035741639,Bread & baked goods | Non-alcoholic | Vegetables & herbs,0.062037273423538424,0.020934388562675516,0.17672413793103448,2.8486767418759755,"Dairy/eggs, Fresh meat -> Bread & baked goods, Non-alcoholic, Vegetables & herbs"
Bread & baked goods | Non-alcoholic | Vegetables & herbs,0.062037273423538424,Dairy/eggs | Fresh meat,0.1184580035741639,0.020934388562675516,0.33744855967078186,2.848676741875975,"Bread & baked goods, Non-alcoholic, Vegetables & herbs -> Dairy/eggs, Fresh meat"
